age,income,loan_amount,credit_score,employment_years,num_prev_loans,missed_payments,debt_to_income,loan_duration,interest_rate,default
38,84855,255703,555,26,4,2,0.74,48,25.0,0
64,56743,420882,449,0,1,1,0.19,36,6.62,0
26,145193,152702,787,15,1,4,0.68,60,17.84,0
26,185948,122907,578,3,3,9,0.73,60,23.88,0
27,122445,210591,358,5,3,13,0.45,24,10.97,1
69,35323,398852,745,18,3,4,0.76,60,19.16,0
43,31428,401991,412,1,6,0,0.55,48,10.72,1
58,49578,466173,788,17,0,2,0.89,24,9.71,0
52,101486,69591,706,9,7,6,0.15,60,7.44,0
69,79140,214633,666,27,9,8,0.17,12,21.06,0
42,122325,473032,359,27,8,4,0.81,48,8.66,1
43,98829,238559,628,3,9,3,0.81,24,9.23,0
28,21364,278495,768,28,5,2,0.47,48,24.98,0
55,143867,382544,362,0,3,9,0.92,24,10.2,1
19,181421,125533,483,14,5,12,0.66,48,12.3,1
24,146763,108627,610,9,9,8,0.93,12,24.78,0
35,110598,453400,837,17,6,13,0.53,60,11.12,0
44,191968,133381,476,15,5,6,0.23,36,11.06,0
51,72062,247264,728,12,0,11,0.45,36,21.21,0
44,159933,362851,372,25,4,6,0.93,36,9.86,1
34,103302,467396,466,14,7,13,0.38,24,8.14,1
60,78928,348822,524,1,7,12,0.91,60,12.31,1
61,56347,78309,308,19,9,7,0.77,24,18.41,0
68,18121,230074,535,3,8,9,0.45,24,3.95,0
41,98793,277922,327,0,3,0,0.54,24,11.23,0
42,43164,148573,326,6,9,10,0.6,24,10.62,1
24,40491,379857,849,22,5,3,0.65,60,8.39,0
69,74222,400324,495,25,6,12,0.12,36,17.39,1
23,169237,493121,502,10,4,12,0.89,48,9.38,0
41,18748,41382,384,25,7,4,0.59,24,16.35,0
50,41553,227426,329,9,2,4,0.89,60,14.1,0
66,131547,342931,765,0,7,0,0.62,12,7.78,0
46,75380,28341,398,10,4,2,0.44,48,8.86,0
60,59331,475430,489,23,0,1,0.56,24,6.75,0
39,135617,150439,311,9,5,11,0.8,24,4.25,1
43,54560,387111,329,13,1,6,0.34,48,16.62,1
45,68865,231280,337,13,6,12,0.91,48,17.8,1
67,192758,136066,593,6,8,13,0.47,24,6.65,0
38,90910,205940,659,22,2,4,0.91,60,16.54,0
66,150747,410218,479,10,9,2,0.84,12,24.61,1
24,92986,264252,411,21,3,10,0.74,60,4.64,1
34,25068,90820,743,27,3,7,0.47,36,13.79,0
37,69460,64949,320,3,3,0,0.58,36,19.13,0
58,115766,413916,444,26,2,0,0.8,36,4.01,1
66,61418,215377,798,23,4,13,0.54,24,20.12,0
37,41206,67543,445,1,8,5,0.71,12,24.55,1
39,143180,427534,740,6,7,0,0.76,12,4.95,0
45,15287,488075,720,18,9,3,0.51,24,21.09,0
57,37337,294754,615,13,1,5,0.53,24,11.33,0
66,166738,470715,465,18,8,0,0.23,24,6.17,0
24,147233,266878,502,29,9,12,0.27,12,13.85,0
18,115667,209446,795,6,1,8,0.86,24,4.57,0
49,105071,332370,767,11,6,14,0.81,48,14.49,0
30,113064,312311,684,2,4,3,0.06,48,3.43,0
47,184823,213851,613,14,6,8,0.83,48,19.03,0
40,121511,164011,554,4,4,8,0.07,24,13.74,0
68,160830,459581,322,7,5,12,0.46,48,13.1,1
36,18178,72381,638,13,7,5,0.11,24,7.32,0
49,46831,313854,792,28,0,12,0.92,48,10.95,1
47,148248,283910,810,3,0,6,0.93,24,7.0,0
46,118306,107416,665,6,4,14,0.6,60,19.18,0
66,179726,17780,671,6,0,12,0.4,36,7.38,0
62,172699,53458,518,17,2,0,0.51,60,16.57,0
46,198622,323365,774,13,9,4,0.74,36,9.15,0
47,127025,268653,722,7,8,2,0.25,36,17.45,0
33,190982,356637,655,25,6,9,0.45,48,14.89,0
57,105417,432562,759,11,5,9,0.71,36,12.32,0
36,181494,481015,802,9,7,12,0.41,36,17.81,0
35,26984,383994,326,13,7,5,0.08,60,12.15,0
18,104312,182946,522,8,5,3,0.51,36,21.07,0
31,98291,424364,447,5,3,14,0.71,24,19.05,1
68,22135,36533,723,29,3,12,0.93,24,14.89,0
64,15320,375288,650,4,3,13,0.08,48,22.3,0
67,167756,389546,485,0,5,12,0.54,60,21.23,1
19,103774,345611,714,0,0,8,0.45,12,14.7,1
45,167961,268503,728,24,1,6,0.27,60,4.51,0
66,113071,124119,340,29,5,14,0.62,12,15.45,1
67,194971,226140,692,19,0,13,0.2,36,10.82,0
47,156842,458529,378,16,8,14,0.31,12,14.88,1
55,185393,287488,843,10,5,3,0.75,36,17.24,0
68,124863,385643,749,25,6,12,0.46,60,17.19,0
21,56777,336922,773,11,0,10,0.94,60,17.82,0
18,61250,287745,441,2,7,5,0.4,48,17.94,0
25,88034,250840,550,5,4,1,0.47,48,5.4,0
46,119940,417332,593,29,4,13,0.32,36,7.22,0
56,55130,193057,435,10,5,2,0.26,36,16.87,0
20,195418,368157,783,28,6,14,0.88,24,11.98,1
49,148609,253182,611,12,6,10,0.72,24,19.78,0
27,30216,297926,345,10,4,6,0.35,24,5.75,0
27,99149,116095,535,7,0,10,0.68,60,7.21,0
36,18009,448035,347,28,8,11,0.92,12,15.29,1
63,104904,482632,497,9,5,3,0.12,36,14.02,0
51,175399,467251,383,1,8,13,0.29,48,8.86,1
50,160281,364267,842,23,3,11,0.23,36,11.98,0
40,194515,311602,460,13,1,9,0.83,12,3.77,1
45,30029,489772,727,28,2,6,0.21,36,3.81,0
49,117171,391369,370,15,3,8,0.33,48,5.09,1
67,129456,144152,819,16,9,13,0.54,48,15.69,0
24,77559,486959,351,10,7,12,0.61,12,22.0,1
46,79892,170029,344,1,2,4,0.78,48,8.72,0
25,85409,412124,592,23,7,13,0.42,60,3.75,0
18,154707,363332,764,22,5,0,0.53,48,18.59,0
20,48065,231952,849,4,3,4,0.92,12,21.82,0
41,135544,126292,679,28,6,5,0.32,12,6.04,0
40,122340,95570,777,15,4,13,0.27,36,11.49,0
25,48783,489540,561,15,4,10,0.69,48,6.49,1
64,49152,476503,478,25,8,1,0.74,48,5.34,1
54,73741,128791,656,1,2,7,0.42,12,17.26,0
20,122049,445698,718,15,9,12,0.24,36,24.29,0
68,197574,497545,500,24,3,1,0.75,36,17.92,0
50,44092,392435,312,4,4,14,0.65,60,24.67,1
45,163725,365519,742,7,0,13,0.84,60,12.56,1
64,186541,43314,585,28,6,8,0.81,12,22.75,0
25,101483,237061,557,19,7,13,0.23,36,7.51,0
51,136585,210993,847,13,5,12,0.8,36,5.59,0
52,74754,481984,789,24,8,1,0.21,60,18.46,0
49,176050,376024,797,9,2,2,0.83,60,11.17,0
41,102592,367470,632,22,1,7,0.74,12,9.99,1
31,109543,151903,331,1,4,10,0.56,36,17.77,1
49,58169,388170,342,2,8,5,0.63,12,10.34,1
63,194359,418341,650,29,0,0,0.14,60,15.6,0
60,69745,329595,633,17,0,14,0.09,48,9.59,0
33,125168,50708,569,20,9,3,0.35,60,20.24,0
21,128985,284826,712,1,2,4,0.79,36,9.87,0
69,20543,369550,318,20,9,13,0.47,12,14.77,1
54,36067,481040,646,28,2,10,0.25,36,3.51,0
38,66033,171866,336,8,4,2,0.8,60,20.42,0
31,60256,326516,391,1,3,0,0.26,60,16.65,0
48,168263,44477,484,24,5,2,0.78,24,7.23,0
65,101803,452079,327,6,7,12,0.46,60,7.74,1
35,133843,488157,847,6,7,8,0.47,36,8.77,0
24,43992,174809,671,13,3,1,0.3,12,15.68,0
27,63803,138692,829,4,0,0,0.86,12,15.06,0
24,124975,499166,644,7,6,6,0.13,24,9.03,0
50,159282,239241,718,22,5,12,0.18,36,18.27,0
40,41270,258105,495,21,4,6,0.62,60,22.56,1
38,151269,171129,377,17,3,4,0.82,48,3.96,0
36,22452,438354,466,5,5,1,0.14,12,12.18,0
65,56486,215462,389,13,7,13,0.71,36,16.06,1
36,29859,58024,563,17,5,0,0.72,24,15.9,0
53,173308,407893,771,16,2,12,0.57,48,3.43,0
46,177971,180183,507,8,8,4,0.49,36,7.63,0
35,47083,160146,570,12,2,9,0.34,60,4.36,0
19,82708,22824,562,15,3,3,0.37,12,15.52,0
18,126462,398981,805,20,4,8,0.66,60,17.2,0
64,162735,443655,811,9,1,4,0.11,24,6.51,0
22,108076,364295,823,9,9,10,0.58,12,10.33,0
37,34053,53926,611,3,9,9,0.3,48,10.26,0
28,157157,172932,473,11,1,11,0.47,12,21.04,0
59,176636,280119,730,26,5,11,0.55,60,7.28,0
19,104745,342021,762,7,1,1,0.85,36,15.06,0
20,84517,229749,400,14,9,3,0.57,36,20.22,0
40,167225,345014,315,20,0,12,0.25,36,21.25,1
29,151319,250453,557,29,7,11,0.12,24,17.66,0
37,156625,86371,543,22,9,8,0.61,24,9.59,0
22,166883,162620,647,18,9,7,0.54,36,21.11,0
54,152207,368114,548,14,0,2,0.65,48,19.33,0
55,151645,488791,404,7,9,7,0.46,60,18.5,1
47,94267,103066,586,7,5,12,0.79,48,4.48,0
26,153261,174808,468,18,0,1,0.88,36,3.95,0
51,95077,66562,719,8,7,2,0.09,60,18.3,0
61,189718,307553,346,29,4,13,0.72,24,23.79,1
52,91623,482317,342,23,2,4,0.08,12,20.02,0
69,146004,276978,620,16,4,10,0.45,12,21.29,0
39,68687,107192,520,7,0,11,0.47,60,14.99,0
61,83312,5840,812,11,0,13,0.68,48,9.7,0
41,122615,215481,740,26,3,9,0.37,60,17.91,0
34,145976,36568,443,14,8,9,0.79,48,18.66,1
27,42564,277990,327,3,8,7,0.36,48,17.86,1
47,43835,141971,466,5,0,0,0.36,12,23.83,0
63,22697,91038,548,29,2,3,0.25,24,11.08,0
40,95165,202173,656,28,3,0,0.67,36,3.87,0
49,163118,436989,410,15,1,0,0.12,24,22.99,0
34,72823,134789,533,25,6,11,0.38,36,6.53,0
67,199442,374604,323,24,2,4,0.29,12,18.34,0
68,24615,79723,325,4,0,5,0.26,36,22.21,0
34,151132,470978,680,22,0,14,0.1,48,9.82,0
31,145499,243755,645,12,2,0,0.22,60,21.27,0
26,91436,371338,677,14,5,10,0.45,36,10.31,0
57,135562,378561,821,16,3,5,0.5,24,20.47,0
19,86117,402527,316,24,0,4,0.29,12,4.54,0
62,49782,245822,544,29,6,3,0.64,12,17.42,0
42,93533,61888,838,21,1,9,0.35,60,17.9,0
56,87684,308760,501,26,4,4,0.38,48,13.81,0
26,94558,188206,547,19,7,7,0.75,48,18.12,0
39,96422,489441,417,21,6,8,0.55,12,23.31,1
60,171328,273227,308,4,7,10,0.91,48,19.14,1
63,176077,148670,322,18,9,13,0.37,60,24.15,1
21,21638,349620,539,6,5,11,0.8,12,12.87,1
43,52419,97416,326,2,6,1,0.71,48,14.62,0
46,48377,269724,380,12,8,5,0.85,36,8.8,0
62,121244,127834,498,13,5,2,0.91,36,24.68,0
51,189188,117148,391,15,8,14,0.06,48,4.21,0
40,182706,193467,383,12,1,1,0.13,36,10.89,0
54,38382,309465,599,1,1,11,0.66,60,9.55,1
28,168466,276530,595,13,1,13,0.4,24,11.5,0
23,82789,320315,753,19,5,12,0.79,60,23.19,0
35,125634,155594,580,6,1,0,0.06,60,11.1,0
38,146936,201604,358,4,2,3,0.78,48,23.17,0
59,114572,489976,641,13,7,7,0.17,60,12.31,0
53,186294,412851,764,8,7,2,0.31,48,21.8,0
58,159738,398887,641,9,3,4,0.92,12,14.48,0
55,138664,38545,361,6,8,13,0.1,48,9.85,0
51,167027,190151,728,27,7,9,0.36,48,12.89,0
34,125674,293999,555,13,0,4,0.13,12,12.34,0
54,118533,40790,646,24,7,4,0.82,24,8.72,0
42,96845,56012,825,13,0,10,0.68,12,9.37,0
55,84590,122827,603,24,3,8,0.77,48,7.1,0
29,142775,265123,544,27,9,14,0.52,36,10.39,0
40,81471,19260,711,1,5,7,0.37,48,16.74,0
59,58298,201211,516,16,6,7,0.05,12,11.5,0
39,63924,268218,815,26,9,12,0.3,48,18.67,0
38,162781,440892,773,19,3,12,0.51,12,24.71,0
44,24726,145547,335,3,7,0,0.65,60,11.3,1
48,55542,214486,477,12,7,0,0.26,24,13.18,0
23,166317,151192,686,17,8,1,0.18,24,6.61,0
44,49753,421363,316,2,5,13,0.23,12,11.63,1
57,94788,269130,347,18,3,7,0.37,24,18.99,0
51,36316,245201,361,4,1,9,0.18,36,7.78,1
29,99698,168502,368,0,6,0,0.19,36,7.01,0
62,30960,243569,665,8,9,14,0.09,24,11.28,0
24,45791,60479,461,23,2,3,0.82,12,21.01,0
27,40216,481182,787,7,2,8,0.25,36,16.72,0
62,178539,397977,730,2,2,1,0.79,24,24.07,0
34,79427,269320,788,1,3,2,0.44,48,22.9,0
43,127470,89258,529,0,1,10,0.62,36,6.33,0
38,88290,244423,669,11,4,5,0.12,60,3.94,0
45,62014,382332,477,21,2,12,0.58,36,11.78,1
63,150150,89153,709,12,9,14,0.31,24,14.49,0
19,65519,197990,569,9,4,10,0.14,24,14.34,0
60,19042,264642,505,16,6,9,0.87,24,5.95,0
18,64052,425331,381,29,8,2,0.59,12,5.75,0
68,29389,238984,492,10,1,14,0.27,12,4.03,1
53,110961,82442,488,4,8,14,0.43,48,21.72,1
68,83111,307146,575,24,9,3,0.37,48,23.85,0
43,120058,62124,373,26,5,8,0.68,36,5.55,1
46,108715,404826,309,8,5,8,0.6,24,7.69,1
38,65733,316896,515,12,2,9,0.07,48,4.98,0
28,49754,264488,589,27,9,4,0.23,24,22.31,0
57,164696,83947,744,19,8,6,0.48,36,24.09,0
28,100886,386116,492,22,3,8,0.45,12,8.76,1
53,172753,341860,588,29,4,7,0.52,48,9.68,0
66,104524,446209,443,10,2,10,0.69,60,10.98,1
56,96006,277217,688,22,4,6,0.66,60,14.05,0
57,39704,304395,706,3,7,11,0.39,60,18.01,0
52,109913,101496,669,20,7,7,0.84,60,14.1,0
51,109108,207509,740,10,7,4,0.11,60,23.92,0
64,22493,306041,828,8,5,4,0.58,60,5.2,0
41,84639,449122,312,6,0,4,0.9,60,20.57,1
39,69383,318760,639,15,9,0,0.54,48,10.36,0
22,149066,267037,611,22,5,5,0.46,60,11.31,0
50,62234,271626,403,25,9,4,0.17,60,18.59,0
53,193363,375134,638,22,6,7,0.78,36,23.45,1
64,143674,227036,497,24,8,7,0.39,48,18.76,0
37,20594,471152,599,4,7,1,0.68,36,20.07,0
36,22371,175646,743,5,7,10,0.23,24,19.52,0
52,62315,310428,658,18,6,5,0.09,60,10.06,0
69,142251,340076,667,0,1,11,0.32,12,19.65,0
60,94526,274482,468,26,0,10,0.3,60,20.26,0
34,162698,178790,448,15,1,9,0.84,60,14.73,1
62,101005,148572,341,27,5,9,0.83,36,14.81,1
60,120573,147617,501,17,1,14,0.53,24,19.71,0
51,153202,66480,543,23,9,5,0.07,36,20.97,0
26,152900,141313,763,12,3,2,0.26,48,10.42,0
43,72514,225386,748,0,9,0,0.63,24,20.63,0
19,198736,421037,736,9,2,6,0.14,24,20.91,0
26,163955,9695,830,6,5,9,0.68,24,8.15,0
26,189131,213138,572,4,7,4,0.06,36,18.77,0
57,189004,19318,729,12,5,11,0.66,60,7.1,0
34,90986,318078,512,21,1,11,0.81,60,5.05,1
18,100959,420547,403,15,4,9,0.47,60,15.64,1
42,17035,388426,491,23,5,4,0.8,60,22.99,1
60,124767,188744,679,19,8,10,0.75,60,3.78,0
57,186817,96891,380,21,5,7,0.65,48,21.18,1
59,32241,475076,848,13,9,11,0.45,12,14.14,0
42,67975,229757,676,10,4,4,0.29,24,21.94,0
56,169226,73754,453,18,0,4,0.82,12,21.56,0
52,171697,352821,539,22,9,0,0.63,48,22.26,0
20,191022,369464,673,1,4,1,0.77,60,19.92,0
67,71396,401053,503,27,4,4,0.55,48,21.55,0
54,133920,392405,649,7,5,6,0.2,48,6.87,0
61,159403,372482,442,12,6,2,0.93,12,9.68,1
61,101226,45077,488,6,3,11,0.21,24,8.33,0
68,99719,347059,571,11,6,14,0.87,36,19.33,0
47,78014,140311,831,27,4,0,0.24,36,6.38,0
55,54346,246504,599,7,5,10,0.39,24,7.01,0
51,85411,484564,725,15,3,11,0.45,60,22.34,0
29,158326,296813,345,17,7,1,0.88,48,18.53,1
36,174693,315768,394,18,8,2,0.85,60,22.26,1
54,91441,342291,363,27,1,11,0.79,48,6.07,1
61,61121,140222,712,3,3,8,0.39,36,11.78,0
66,75197,147181,308,27,7,7,0.05,24,9.23,1
34,99577,235822,758,24,7,14,0.66,12,3.21,0
27,109634,162088,708,27,8,3,0.42,12,9.26,0
66,188503,148008,769,11,2,7,0.73,24,11.35,0
64,115211,147108,805,15,0,12,0.77,36,5.03,0
29,150909,437452,372,20,8,8,0.45,48,15.46,1
33,195066,150093,383,21,0,2,0.72,12,11.43,0
41,158687,304087,358,16,2,5,0.81,36,4.02,1
36,16466,118694,320,3,2,7,0.89,24,18.49,1
25,45771,239456,757,29,8,9,0.57,60,19.04,0
48,98886,217079,456,19,0,6,0.75,36,21.36,1
38,80911,249269,628,25,6,8,0.5,36,13.68,0
34,166818,448232,502,23,1,6,0.09,60,24.31,0
40,103422,421460,405,23,6,0,0.19,36,23.11,0
54,88369,461243,421,25,0,8,0.17,12,15.13,1
33,16893,250385,617,21,9,11,0.2,12,12.79,0
23,45573,128351,481,23,9,4,0.06,12,3.07,0
25,111907,306129,615,8,7,5,0.82,36,18.64,0
42,186946,399718,705,4,9,1,0.55,36,15.43,0
35,114956,320980,369,16,9,14,0.39,36,23.63,1
42,133580,366858,459,16,1,1,0.42,24,16.07,0
29,179439,8770,539,1,2,12,0.47,60,24.84,0
32,167271,310009,822,1,7,3,0.12,36,21.78,0
43,106404,58811,437,20,2,3,0.3,60,23.98,0
58,72724,271145,794,22,0,4,0.82,48,10.21,0
62,101133,65848,546,6,8,6,0.72,12,6.29,0
43,182477,57635,842,3,7,12,0.56,24,20.53,0
64,30989,25946,823,12,3,10,0.48,60,20.3,0
49,43931,464350,542,19,7,11,0.28,12,7.65,0
27,24290,100852,635,29,4,14,0.47,24,19.82,0
33,184439,358247,721,29,2,0,0.59,12,15.8,0
24,136136,490260,493,10,0,9,0.69,36,5.41,1
34,94878,310888,607,25,9,3,0.2,36,14.04,0
40,105477,122729,805,2,4,12,0.78,12,23.49,0
43,141299,175231,580,26,5,8,0.36,24,14.14,0
38,176205,494028,738,1,3,7,0.5,12,20.35,0
39,120686,290815,782,15,6,2,0.6,48,3.64,0
24,173124,152522,522,2,2,5,0.49,24,19.02,0
31,122286,413124,416,23,6,10,0.56,24,23.83,1
32,55475,455491,491,14,0,8,0.15,12,13.99,1
24,97666,442574,815,16,6,7,0.44,60,10.43,0
26,111622,447263,829,15,0,6,0.3,12,17.23,0
68,150705,433734,606,19,0,6,0.13,60,23.16,0
65,163376,324957,831,6,1,0,0.22,24,6.89,0
25,122573,101748,421,15,1,14,0.59,36,11.88,0
67,61546,244292,453,4,3,4,0.23,36,6.44,0
40,22008,405022,836,1,0,6,0.21,12,13.93,0
46,63291,109733,751,0,3,13,0.55,60,14.89,0
35,173477,439107,468,21,1,12,0.86,12,23.77,1
48,51386,131865,358,28,3,1,0.76,48,12.08,0
47,105909,350695,600,12,3,14,0.86,12,15.47,0
69,166899,396479,849,15,8,5,0.57,12,22.48,0
56,48040,306364,416,4,8,13,0.42,12,10.07,1
52,75354,284302,426,2,0,1,0.71,12,17.83,0
35,93543,348136,704,26,4,2,0.29,60,19.66,0
59,33157,425804,698,26,6,0,0.12,60,10.27,0
56,50315,67576,814,14,3,2,0.36,60,6.62,0
34,50932,355171,797,15,4,14,0.32,48,14.06,0
31,167236,160260,827,10,1,6,0.66,48,10.85,0
48,160486,228687,697,24,2,4,0.55,12,8.86,0
41,160399,325974,564,18,6,3,0.17,60,24.42,0
52,128880,140091,562,17,9,14,0.87,48,14.05,0
61,147018,17419,697,20,6,14,0.58,36,21.84,0
62,29693,38697,826,8,3,12,0.46,12,7.3,0
51,42241,352076,735,7,0,11,0.89,24,23.67,1
20,130194,386856,659,21,0,7,0.14,60,20.48,0
54,110790,100428,428,18,3,7,0.76,12,20.79,1
60,161612,144045,540,21,3,0,0.38,12,11.57,0
57,87255,244073,521,4,5,8,0.68,24,13.68,0
43,187275,91649,513,16,6,13,0.89,36,16.05,0
40,171153,389793,434,4,8,8,0.52,48,20.37,1
61,26350,278280,685,13,8,1,0.07,48,21.68,0
56,71809,351883,602,6,9,1,0.08,24,4.72,0
32,116894,329646,586,8,4,7,0.35,24,22.89,0
66,112557,167357,488,27,9,11,0.75,48,23.62,1
21,188904,290183,596,16,2,10,0.31,36,16.04,0
46,174441,333864,825,2,2,5,0.35,36,7.11,0
39,46728,128168,688,7,5,2,0.76,12,21.01,0
42,32576,93263,758,21,0,11,0.15,24,15.07,0
30,175073,64155,560,12,6,1,0.81,24,20.98,0
35,98384,21911,412,15,2,4,0.29,24,20.93,0
50,15390,5916,335,20,4,14,0.1,48,4.91,0
33,60436,326196,378,28,6,7,0.16,48,16.35,1
62,26569,467326,574,9,6,5,0.91,48,13.63,0
59,159101,237695,577,17,8,11,0.46,36,23.81,0
61,37490,284934,611,2,0,2,0.28,48,9.53,0
19,60875,481377,828,11,2,11,0.52,12,7.53,0
52,20867,403422,503,15,8,11,0.66,48,22.74,1
59,95820,126937,316,17,7,8,0.34,36,6.27,1
51,114515,90053,775,16,1,7,0.7,24,18.1,0
47,24121,317094,810,6,7,9,0.28,12,9.6,0
30,16539,383355,509,29,7,5,0.15,36,15.49,0
30,163099,323505,798,18,1,0,0.54,60,16.56,0
35,142402,328595,701,22,7,1,0.19,24,12.18,0
49,89229,304840,728,27,2,3,0.9,48,24.45,0
49,154993,479857,377,22,6,1,0.05,36,5.9,0
52,65435,499408,379,7,8,2,0.73,60,11.61,1
56,156382,466442,605,16,3,13,0.3,36,12.47,0
63,78965,107395,357,20,5,7,0.81,48,16.88,1
69,126048,391265,829,25,8,8,0.1,36,11.96,0
46,111444,313872,507,24,4,5,0.91,60,5.13,0
66,84922,322545,810,27,0,3,0.14,36,23.84,0
46,112799,202298,434,26,2,10,0.76,12,12.15,1
61,108948,30103,821,6,8,1,0.52,12,10.54,0
33,158314,432479,382,0,2,6,0.44,48,12.83,1
61,23947,262777,343,7,9,9,0.3,60,7.77,0
64,63785,474837,782,18,1,10,0.81,60,5.2,1
27,134963,317188,792,28,3,6,0.23,60,6.27,1
47,15507,62730,798,19,4,9,0.7,60,6.67,0
42,173223,30825,317,19,6,8,0.45,60,7.35,0
56,26618,212328,593,9,6,4,0.95,24,12.24,0
37,89286,42271,447,29,8,9,0.6,36,16.73,1
22,31122,82256,771,11,7,3,0.14,60,16.84,0
18,153426,444948,471,23,1,9,0.43,12,3.0,1
47,124598,71433,830,0,7,5,0.11,36,23.26,0
66,177051,218702,419,23,7,11,0.31,48,21.1,1
20,101436,106999,365,24,4,1,0.36,48,24.21,0
62,198846,237062,440,24,2,1,0.82,60,10.92,0
31,151109,28572,745,20,8,11,0.8,24,17.63,0
47,43633,43546,805,3,6,8,0.06,24,6.7,0
67,39495,413366,488,3,0,6,0.53,36,20.97,1
21,79550,321309,457,8,7,6,0.25,24,6.55,1
35,51483,330834,545,14,9,12,0.34,48,10.17,0
54,128181,451880,332,23,4,4,0.07,60,13.8,0
42,49069,480551,660,25,5,6,0.72,12,16.08,1
65,153442,211271,629,14,8,8,0.91,48,15.31,0
18,134873,41948,811,25,9,9,0.25,48,5.25,0
63,131843,435246,370,27,7,4,0.36,36,12.28,0
32,86947,294151,612,6,2,8,0.24,24,23.3,0
26,185205,105819,378,11,4,0,0.89,12,22.19,0
32,110761,358351,468,2,3,12,0.06,12,16.0,1
66,128753,489137,479,19,0,14,0.58,24,15.59,1
41,146764,343916,559,8,4,11,0.83,60,5.46,1
21,43926,27024,785,13,9,2,0.22,24,7.41,0
29,114782,248480,304,12,6,6,0.58,60,8.56,0
54,119700,437600,596,23,0,3,0.1,12,13.74,0
54,88984,87912,659,27,3,14,0.78,36,19.09,0
60,189462,260233,416,11,5,1,0.3,48,13.14,0
23,64593,238746,656,0,8,11,0.94,12,5.77,1
56,90609,416373,738,18,7,13,0.88,12,12.67,1
63,20209,266139,630,29,1,2,0.71,12,6.58,0
41,141700,352625,824,15,2,6,0.5,48,19.53,0
28,152605,355697,487,11,9,7,0.74,60,6.66,1
30,101597,137828,580,9,4,10,0.17,36,13.62,0
51,22211,236749,810,1,6,8,0.33,36,18.26,0
42,24927,466328,765,17,2,5,0.07,36,8.02,0
24,132333,489219,414,12,6,9,0.63,60,4.67,1
69,170666,107488,535,28,4,8,0.77,24,15.39,0
21,91382,101741,637,23,9,3,0.9,24,4.19,0
25,154005,194123,821,5,5,11,0.67,36,15.93,0
37,118780,236773,498,11,5,4,0.71,12,19.58,0
46,55696,462811,349,27,3,0,0.86,12,10.24,1
68,82616,345354,441,27,7,13,0.89,48,13.74,1
62,152161,179166,827,28,8,8,0.49,24,23.43,0
63,172195,223961,813,21,1,8,0.15,12,13.36,0
27,153869,493601,329,3,8,8,0.47,36,24.92,1
60,65013,402751,381,0,3,2,0.55,48,6.45,1
51,154418,454251,330,10,5,12,0.62,24,18.6,1
43,179744,52367,632,22,6,14,0.94,48,17.36,0
58,163725,243544,476,7,3,9,0.88,12,22.19,1
66,64556,415334,669,1,7,9,0.41,36,5.03,0
20,138723,458028,846,1,9,9,0.15,36,9.16,0
23,41140,64884,834,15,7,7,0.24,36,5.91,0
22,16184,464384,405,0,0,2,0.21,12,23.53,0
22,180565,149352,396,3,7,12,0.37,60,12.39,1
64,190220,412962,529,5,9,5,0.84,36,23.02,0
40,170918,369716,526,29,2,4,0.44,60,9.48,0
66,126361,58251,670,20,4,7,0.56,36,5.78,0
26,168267,89821,399,19,9,2,0.21,60,9.52,0
52,20606,88583,744,13,7,13,0.49,24,16.14,0
37,150028,249697,767,19,5,0,0.84,24,21.6,0
66,31555,15207,354,25,3,11,0.75,36,11.48,1
59,105385,207199,494,14,3,8,0.12,48,23.13,0
52,164762,32757,819,6,3,9,0.83,48,8.37,0
67,73502,414442,723,6,5,8,0.3,12,18.26,0
35,194921,493484,614,17,6,2,0.65,24,19.19,0
34,172419,459623,427,28,4,1,0.18,24,9.03,0
41,118844,425422,331,22,9,3,0.66,48,3.59,1
20,106321,156328,392,1,7,13,0.08,36,11.04,1
49,64056,300966,818,19,6,7,0.59,12,3.99,0
52,113234,267070,557,14,7,5,0.63,24,22.82,0
55,56850,46340,519,0,3,9,0.27,12,23.98,0
30,42843,247955,405,20,7,14,0.89,24,19.18,1
64,77320,450450,847,16,5,14,0.09,60,18.99,0
42,44793,310495,715,19,2,0,0.85,60,8.3,0
26,185588,373455,608,28,7,14,0.39,12,4.63,0
21,163929,446887,665,24,6,7,0.69,48,20.65,1
31,34627,80320,820,12,9,4,0.64,48,15.3,0
54,76822,369709,758,11,4,12,0.2,24,18.0,0
51,198320,433373,669,23,3,5,0.34,60,20.15,0
28,70798,287081,630,21,0,4,0.53,60,12.01,0
58,190188,452506,310,14,9,9,0.81,12,6.18,1
20,90318,444923,806,23,2,4,0.91,12,20.49,0
45,119186,278363,718,4,1,2,0.07,48,12.98,0
46,102902,14399,421,6,7,13,0.37,48,21.19,1
26,174629,131733,534,7,7,3,0.65,48,12.63,0
20,86334,234920,630,22,4,4,0.52,36,7.77,0
42,121719,425873,842,13,4,10,0.9,60,6.76,0
51,138099,287191,647,3,3,10,0.07,60,19.37,0
29,188686,236615,711,20,0,1,0.44,12,15.65,0
59,27720,474311,523,28,0,5,0.65,60,11.9,0
26,72608,90693,452,13,5,1,0.25,12,13.83,0
32,122449,105931,511,9,3,3,0.7,36,15.09,0
57,117828,470370,391,21,3,11,0.12,48,8.27,1
42,141613,180963,630,29,2,0,0.46,36,11.32,0
22,87095,142852,766,29,8,3,0.66,48,9.43,0
28,120924,294194,527,27,2,13,0.29,48,11.55,0
