booking_id,airline,source_city,destination_city,ticket_class,stops,date_of_booking,dep_time,duration,days_until_flight,ticket_price,app_name,app_category,app_rating,reviews,app_size,installs,app_price,content_rating,last_updated,supported_device
BK06742,Emirates,Lahore,Istanbul,Economy,non-stop,04/02/2021,03:00,10h 55m,113,26472,Long-Hayes App,Education,1.7,2762485,77.5M,"500,000+",0,Teen,"September 17, 2023",Both
BK02311,AirBlue,Multan,Istanbul,Economy,1 stop,07/09/2021,18:10,4h 25m,56,10315,"Carter, Aguirre and Smith App",Business,1.5,1152146,85.6M,"50,000+",0,Everyone,"May 3, 2022",Android
BK01291,FlyJinnah,Islamabad,Toronto,Economy,3 stops,02/12/2023,20:10,5h 25m,137,5000,Young LLC App,Entertainment,2.2,90147,575k,,0,Everyone,"December 28, 2024",Android
BK01797,AirBlue,Lahore,New York,Business,1 stop,25/03/2024,14:00,1h 20m,55,74815,Francis-Meyers App,Finance,4.9,2424355,9.9M,"500,000+",0,Everyone,"March 21, 2021",Both
BK05297,Emirates,Islamabad,Dubai,Economy,1 stop,03/06/2024,10:45,9h 10m,176,14907,Franco Group App,Finance,3.8,669314,36.2M,"1,000+",$2.99,Mature 17+,"October 10, 2020",Both
BK00736,PIA,Lahore,Dubai,Business,2 stops,25/11/2022,19:20,13h 55m,97,63797,Johnson-Flores App,Business,4.0,4121981,18.1M,"500,000+",0,Adults Only 18+,"November 10, 2020",iOS
BK04315,Turkish Airlines,Islamabad,Toronto,Business,2 stops,26/06/2023,21:20,16h 55m,176,76037,Vasquez-Serrano App,Travel,2.9,2402958,90.9M,"1,000,000+",0,Everyone,"January 10, 2021",Android
BK04623,Turkish Airlines,Karachi,New York,Economy,1 stop,27/01/2023,23:15,11h 10m,,8172,Moore-Kelly App,Education,4.9,4018633,84.7M,"1,000+",0,Teen,"October 6, 2024",Android
BK07869,PIA,Multan,Istanbul,Economy,2 stops,15/08/2023,01:45,15h 30m,84,28295,"Hughes, Cox and Nelson App",Lifestyle,2.9,1467470,29.7M,"10,000+",0,Everyone,"January 16, 2020",Android
BK05778,AirBlue,Multan,London,Economy,2 stops,13/07/2021,17:20,7h 15m,55,20605,Mcfarland-Hudson App,Business,3.0,4259885,73.3M,"100,000+",0,Teen,"February 24, 2021",Both
BK04793,PIA,Lahore,Dubai,Economy,2 stops,17/08/2024,14:10,10h 10m,152,5000,Smith Ltd App,Health,6.0,848400,101k,"1,000,000+",0,Mature 17+,"March 15, 2021",iOS
BK04628,Turkish Airlines,Multan,Toronto,Economy,1 stop,03/10/2021,00:10,12h 15m,,22468,Stephens-Duarte App,Health,3.5,3040021,70.6M,"100,000+",0,Everyone,"August 19, 2020",Android
BK07866,FlyJinnah,Karachi,Istanbul,Business,non-stop,23/12/2021,01:20,3h 30m,,75135,"Bailey, Diaz and Cunningham App",Health,1.3,3986927,75.6M,"5,000+",0,Everyone,"November 26, 2020",Android
BK03652,AirBlue,Peshawar,New York,Business,2 stops,04/10/2022,09:00,7h 55m,,75584,Perry-Sanchez App,Social,1.8,3817444,83.3M,"500,000+",0,Everyone,"July 27, 2024",Android
BK07839,Turkish Airlines,Islamabad,Istanbul,Business,2 stops,05/01/2022,22:20,4h 30m,160,92116,Sanford and Sons App,Health,2.7,2975580,67.1M,"10,000+",$1.49,Mature 17+,"December 20, 2021",iOS
BK05723,Emirates,Quetta,Toronto,Economy,2 stops,17/05/2021,10:20,10h 15m,57,15894,Thomas Group App,Finance,2.0,2760284,59.0M,"10,000+",0,Everyone,"September 10, 2022",iOS
BK02173,Emirates,Karachi,London,Economy,1 stop,19/06/2022,20:50,9h 50m,40,29486,Hill-Gray App,Health,,,371k,"500,000+",$4.99,Mature 17+,"December 9, 2023",Both
BK01362,SereneAir,Lahore,Kuala Lumpur,Business,1 stop,16/07/2024,13:10,10h 30m,113,77029,"Boyd, Garza and Franklin App",Health,,,47.4M,"5,000,000+",0,Teen,"October 16, 2021",Android
BK06319,Emirates,Multan,Istanbul,Economy,non-stop,01/07/2021,20:45,1h 10m,,23300,Dougherty LLC App,Education,4.6,2033854,148k,"500,000+",0,Mature 17+,"August 3, 2021",iOS
BK00188,AirBlue,Quetta,Istanbul,Economy,1 stop,08/05/2023,17:45,16h 25m,77,19590,"Ward, Hansen and Kerr App",Business,2.4,793706,77.1M,,0,Teen,"September 12, 2020",Both
BK06698,Turkish Airlines,Karachi,Istanbul,Economy,non-stop,28/10/2021,14:15,14h,8,31556,"Davis, Salazar and Vazquez App",Social,3.5,1109461,97.1M,"100,000+",$0.99,Mature 17+,"November 28, 2024",Android
BK02150,AirBlue,Karachi,Dubai,Economy,1 stop,01/06/2021,19:10,15h 45m,173,21211,"Wheeler, Hughes and Mcintosh App",Business,2.9,2602116,92.0M,"1,000,000+",0,Everyone,"January 1, 2024",Android
BK05382,AirBlue,Lahore,London,Economy,1 stop,05/02/2021,01:15,2h 10m,93,9137,White Ltd App,Business,,1059704,45.5M,"50,000+",0,Everyone,"May 12, 2020",iOS
BK00197,AirBlue,Karachi,London,Economy,non-stop,01/01/2022,23:00,17h 50m,83,15052,Cooper-Roberts App,Business,2.7,3013681,500k,,$1.49,Teen,"February 15, 2024",Android
BK05008,PIA,Quetta,London,Economy,2 stops,20/06/2021,01:20,16h 45m,21,23402,"Moss, Ramos and Smith App",Social,4.0,1841324,297k,"10,000+",0,Everyone,"August 8, 2021",Both
BK06112,FlyJinnah,Quetta,Dubai,Economy,non-stop,10/12/2024,09:45,7h 20m,44,21515,Smith-Molina App,Entertainment,1.3,3670772,265k,"10,000+",$2.99,Everyone,"December 18, 2023",Both
BK00323,FlyJinnah,Lahore,Toronto,Economy,2 stops,15/01/2024,21:45,15h 20m,56,5000,"Chambers, Wilson and Randolph App",Finance,1.8,1316103,93.7M,"100,000+",$2.99,Everyone,"October 8, 2022",iOS
BK04185,SereneAir,Peshawar,Istanbul,Economy,2 stops,05/06/2022,09:15,11h,82,21305,Butler Inc App,Social,1.0,2645023,93.4M,"10,000+",0,Adults Only 18+,"July 7, 2021",Both
BK04392,FlyJinnah,Islamabad,Kuala Lumpur,Business,1 stop,22/12/2024,00:20,14h,95,57656,"Webb, Moran and Dennis App",Social,2.5,2497541,22.3M,"1,000+",0,Teen,"November 16, 2022",Both
BK02401,Turkish Airlines,Peshawar,Kuala Lumpur,Business,2 stops,27/05/2022,06:30,15h 20m,66,73520,Shaw-Patton App,Lifestyle,,132072,4.7M,"500,000+",0,Everyone,"July 28, 2020",iOS
BK07991,PIA,Karachi,Toronto,Economy,2 stops,19/08/2021,06:50,16h 30m,142,25887,Osborne Inc App,Social,1.3,4675159,52.6M,"10,000+",0,Mature 17+,"December 7, 2023",Android
BK02916,Emirates,Lahore,Toronto,Economy,non-stop,14/02/2021,02:50,6h 30m,90,39632,Johnson and Sons App,Lifestyle,1.9,2731503,231k,"50,000+",0,Everyone,"July 28, 2022",Android
BK05098,PIA,Quetta,Dubai,Business,2 stops,05/11/2023,22:00,9h 45m,149,78773,Jones-Gray App,Finance,1.9,4452127,184k,"10,000+",0,Everyone,"April 1, 2022",Android
BK06606,SereneAir,Islamabad,Toronto,First,2 stops,04/08/2021,21:45,11h 55m,156,150642,Peterson Inc App,Education,3.0,717192,845k,"500,000+",0,Mature 17+,"February 14, 2022",Android
BK06616,AirBlue,Quetta,New York,Economy,2 stops,04/02/2023,16:20,16h 45m,71,15237,Kennedy-Lee App,Lifestyle,2.3,1060794,52.0M,"1,000+",0,Everyone,"January 9, 2021",Both
BK05144,Turkish Airlines,Lahore,New York,Economy,1 stop,04/06/2022,03:30,13h 25m,162,21007,Anderson-Lopez App,Finance,2.1,1161207,80.4M,"500,000+",0,Everyone,"January 2, 2024",iOS
BK04578,AirBlue,Quetta,London,Economy,2 stops,28/01/2024,02:30,12h 55m,83,9039,Lee-Peterson App,Business,2.4,3705369,158k,"100,000+",0,Everyone,"October 13, 2020",Android
BK00490,PIA,Lahore,Dubai,Economy,non-stop,11/01/2024,10:10,12h 10m,155,15920,Caldwell-West App,Education,3.6,445020,13.1M,"500,000+",0,Mature 17+,"May 17, 2023",iOS
BK02356,AirBlue,Quetta,Toronto,Economy,non-stop,10/05/2021,20:00,5h 25m,109,20743,Young-Cummings App,Social,3.7,181404,15.4M,"50,000+",$2.99,Everyone,"July 24, 2022",Android
BK06743,Emirates,Lahore,Dubai,Economy,non-stop,17/05/2022,23:10,,13,30039,"Olson, Chen and Fuller App",Travel,2.7,3229574,,"10,000+",0,Everyone,"August 27, 2023",iOS
BK02224,Turkish Airlines,Islamabad,Kuala Lumpur,First,2 stops,17/10/2024,00:00,14h 15m,106,157720,Schneider-Weber App,Education,,1873878,401k,"500,000+",0,Everyone,"April 5, 2021",iOS
BK00035,AirBlue,Lahore,London,Economy,1 stop,22/03/2022,04:45,,69,28289,"Salazar, Torres and Campbell App",Lifestyle,3.4,749586,84.9M,"1,000+",0,Teen,"February 18, 2021",iOS
BK00114,SereneAir,Islamabad,Dubai,Economy,non-stop,18/06/2023,08:15,1h 55m,86,13414,Ramirez Ltd App,Finance,3.3,3108187,71.0M,,0,Everyone,"March 6, 2024",iOS
BK06966,SereneAir,Islamabad,Istanbul,Economy,non-stop,19/12/2023,12:15,7h 45m,68,35836,"Garrison, Thomas and Hartman App",Business,4.2,4341885,34.2M,"5,000,000+",0,Teen,"October 15, 2020",Both
BK00918,SereneAir,Karachi,Toronto,Economy,non-stop,25/03/2021,13:15,,17,20364,"Phillips, Morales and Harrison App",Health,4.7,1879606,688k,"50,000+",0,Teen,"May 14, 2022",iOS
BK06882,FlyJinnah,Multan,New York,Economy,1 stop,25/06/2022,04:10,17h,23,33501,Snyder and Sons App,Lifestyle,3.5,1607867,40.1M,"50,000+",0,Teen,"November 2, 2022",iOS
BK02456,SereneAir,Multan,Kuala Lumpur,Economy,1 stop,01/10/2022,16:00,13h 15m,89,21966,Morris Ltd App,Business,3.2,4633249,32.6M,"100,000+",0,Teen,"April 27, 2023",iOS
BK04274,Turkish Airlines,Lahore,Dubai,Economy,non-stop,05/10/2024,00:20,10h 50m,72,26341,"White, Smith and Robinson App",Finance,1.5,4581024,8.5M,"100,000+",0,Teen,"September 15, 2024",iOS
BK05763,PIA,Islamabad,Kuala Lumpur,Economy,non-stop,15/07/2023,11:45,10h 55m,10,11197,Pope-Cantu App,Travel,2.6,,2.6M,"100,000+",$1.49,Mature 17+,"June 5, 2023",Both
BK05484,AirBlue,Karachi,Kuala Lumpur,Economy,2 stops,02/09/2023,01:30,18h 45m,158,27098,Rivas-Jordan App,Lifestyle,2.7,2224348,25.6M,"5,000+",0,Everyone,"November 16, 2024",iOS
BK01315,Turkish Airlines,Multan,Toronto,Business,2 stops,13/08/2022,20:15,17h 25m,117,74947,Flowers-Mitchell App,Health,1.4,4886769,61.1M,"1,000+",0,Everyone,"January 9, 2022",iOS
BK07792,PIA,Multan,London,Economy,non-stop,20/06/2022,13:20,5h 20m,106,24727,Thomas-Leon App,Lifestyle,,,2.9M,"5,000+",0,Everyone,"February 20, 2023",iOS
BK06271,AirBlue,Islamabad,New York,Business,1 stop,16/12/2021,03:20,10h 15m,154,75376,Flores-Stanley App,Lifestyle,1.2,3072101,82.5M,"50,000+",0,Everyone,"May 1, 2021",Both
BK04235,Turkish Airlines,Islamabad,London,Economy,non-stop,06/07/2021,00:20,,93,12811,Hernandez PLC App,Entertainment,,3461804,34.6M,"5,000,000+",$1.49,Teen,"April 3, 2024",Android
BK01978,AirBlue,Lahore,Istanbul,Business,1 stop,22/02/2024,18:50,,34,83718,"Torres, Mccoy and Simmons App",Travel,1.1,2985173,47.6M,,0,Teen,"October 7, 2020",Android
BK04399,Turkish Airlines,Lahore,London,Economy,1 stop,09/08/2022,05:20,3h 10m,102,22768,"Schmidt, Washington and Murray App",Health,1.6,4424718,13.0M,"10,000+",0,Adults Only 18+,"February 2, 2023",iOS
BK04054,Turkish Airlines,Lahore,Istanbul,Business,1 stop,08/03/2023,05:20,17h 30m,94,82985,"Miller, Brown and Blankenship App",Health,,1500267,68.4M,"5,000,000+",0,Everyone,"April 11, 2024",Android
BK07667,AirBlue,Multan,Dubai,Economy,2 stops,15/05/2021,23:10,9h 10m,23,5316,Ramos-Zavala App,Education,3.4,2385579,349k,"5,000,000+",0,Everyone,"July 14, 2020",iOS
BK01855,Emirates,Islamabad,Istanbul,First,1 stop,08/05/2021,06:15,18h 55m,93,162559,Cuevas-Smith App,Lifestyle,3.5,299188,36.7M,"50,000+",0,Everyone,"January 15, 2024",Android
BK03770,AirBlue,Peshawar,Kuala Lumpur,Economy,2 stops,04/03/2023,14:15,2h,124,23036,"Cowan, Parks and Rice App",Entertainment,1.6,2962345,164k,,$0.99,Everyone,"November 3, 2024",Android
BK07137,FlyJinnah,Islamabad,Kuala Lumpur,Economy,3 stops,19/02/2022,13:15,5h 15m,57,5000,Schmidt-Callahan App,Social,1.7,385696,,"5,000+",0,Everyone,"May 26, 2020",Both
BK04049,SereneAir,Multan,Toronto,Economy,1 stop,15/05/2022,03:45,14h 25m,43,29263,Mcclure-Woodward App,Education,3.2,356044,35.8M,"50,000+",$4.99,Everyone,"June 19, 2024",iOS
BK01181,AirBlue,Lahore,Kuala Lumpur,Business,non-stop,15/03/2022,06:00,2h 55m,145,81762,"Cline, Walker and Williams App",Business,4.6,2575960,21.7M,"100,000+",0,Teen,"October 21, 2020",Both
BK05926,SereneAir,Lahore,New York,Business,1 stop,02/03/2022,23:15,3h 50m,159,80884,Hughes Inc App,Education,1.0,2867822,42.8M,,0,Everyone,"November 15, 2023",Both
BK02665,Turkish Airlines,Lahore,Istanbul,Economy,non-stop,21/05/2022,02:00,1h 20m,61,14641,Lozano Group App,Business,4.1,816881,84.8M,"100,000+",0,Teen,"July 12, 2020",iOS
BK04236,AirBlue,Peshawar,Istanbul,Economy,non-stop,25/11/2021,16:20,5h 50m,137,21125,Graham-Arnold App,Entertainment,,3622331,,"10,000+",0,Everyone,"September 19, 2024",Both
BK07503,PIA,Islamabad,Istanbul,Economy,1 stop,05/11/2023,02:20,2h 45m,128,26866,Green and Sons App,Entertainment,4.3,2734712,,"50,000+",$0.99,Teen,"February 13, 2020",Both
BK01099,PIA,Lahore,London,Economy,non-stop,17/04/2024,10:15,15h 30m,118,22554,"Cook, Stone and Baker App",Social,4.4,2229026,58.1M,"50,000+",0,Everyone,"November 26, 2020",Android
BK04809,AirBlue,Quetta,Toronto,Business,1 stop,25/10/2021,00:30,18h 30m,50,47586,"Short, Graves and Baker App",Travel,1.0,954876,,"100,000+",$2.99,Teen,"August 8, 2023",iOS
BK03474,PIA,Islamabad,Dubai,Economy,non-stop,05/01/2022,08:00,10h 20m,146,24747,Martinez PLC App,Entertainment,2.0,3132693,42.7M,"50,000+",$0.99,Everyone,"May 15, 2020",iOS
BK07003,Turkish Airlines,Peshawar,Kuala Lumpur,Business,1 stop,18/08/2022,03:15,15h 20m,2,76273,Pearson Group App,Lifestyle,3.3,4777359,85.5M,"5,000+",$2.99,Everyone,"March 5, 2021",Android
BK03621,FlyJinnah,Karachi,Kuala Lumpur,Economy,1 stop,13/03/2023,01:15,1h 30m,157,30179,Carrillo-Harvey App,Health,3.0,2639138,182k,"1,000,000+",$0.99,Mature 17+,"October 22, 2022",Android
BK01657,FlyJinnah,Islamabad,Toronto,First,1 stop,03/06/2021,04:45,5h 30m,,162536,Jenkins-Snow App,Lifestyle,4.3,2299069,334k,"50,000+",0,Everyone,"March 14, 2023",iOS
BK00862,Turkish Airlines,Karachi,Kuala Lumpur,Business,1 stop,24/04/2021,07:10,,167,77613,Cohen-Jones App,Travel,1.1,3170239,475k,"500,000+",0,Everyone,"October 3, 2020",iOS
BK07511,FlyJinnah,Quetta,Kuala Lumpur,First,non-stop,10/01/2022,04:45,18h 50m,165,158003,Park-Zimmerman App,Entertainment,1.5,4931777,52.2M,"500,000+",$0.99,Everyone,"February 14, 2020",Android
BK03665,AirBlue,Multan,London,Economy,1 stop,23/04/2021,18:50,10h 20m,33,5000,Beard and Sons App,Social,3.2,4131075,,"100,000+",0,Everyone,"February 2, 2022",Android
BK02818,FlyJinnah,Lahore,London,Economy,non-stop,08/09/2022,03:50,10h 50m,29,15028,Jackson PLC App,Lifestyle,1.0,1654714,662k,"10,000+",0,Everyone,"February 11, 2021",iOS
BK05966,AirBlue,Peshawar,London,Economy,3 stops,02/09/2024,18:50,,175,6380,Welch PLC App,Finance,2.8,3220211,133k,"10,000+",0,Everyone,"May 24, 2022",Android
BK01190,FlyJinnah,Karachi,Kuala Lumpur,Business,2 stops,19/07/2022,08:50,2h,22,65457,Serrano-Farmer App,Entertainment,1.8,2439897,12.7M,"10,000+",$0.99,Everyone,"March 22, 2020",Both
BK02517,SereneAir,Islamabad,New York,Economy,1 stop,06/04/2021,21:50,12h 30m,103,19633,"Cox, Guerrero and Cox App",Lifestyle,5.0,3230433,95.7M,"50,000+",$2.99,Mature 17+,"March 18, 2021",Android
BK05890,FlyJinnah,Karachi,New York,Economy,2 stops,12/04/2023,07:50,7h 50m,118,17215,Wells Ltd App,Travel,4.4,4354808,37.5M,"500,000+",0,Everyone,"June 22, 2024",Android
BK00372,FlyJinnah,Peshawar,Istanbul,Economy,2 stops,08/12/2022,13:50,5h 20m,117,24742,"Beck, Stephens and Smith App",Education,3.3,2891312,64.5M,"5,000,000+",0,Everyone,"August 1, 2020",Both
BK00812,Turkish Airlines,Lahore,New York,Economy,2 stops,14/09/2024,12:10,1h 50m,120,17262,"Banks, Floyd and White App",Education,1.4,4556757,41.4M,"1,000,000+",$1.49,Teen,"July 25, 2024",Android
BK07594,SereneAir,Lahore,Toronto,Economy,non-stop,21/07/2024,04:10,15h 55m,39,15859,"Dunn, Burke and Greer App",Social,3.9,1230728,80.8M,"5,000+",0,Everyone,"August 2, 2021",iOS
BK02102,AirBlue,Multan,Istanbul,Economy,1 stop,07/02/2024,19:45,14h 20m,94,18444,"Waters, Morton and Burton App",Finance,3.7,941616,26.6M,"10,000,000+",0,Everyone,"May 2, 2020",iOS
BK02603,Turkish Airlines,Peshawar,New York,Business,2 stops,05/01/2023,15:10,18h 55m,,81866,Baird-Miller App,Entertainment,3.7,3820637,84.3M,"500,000+",0,Teen,"June 9, 2022",Android
BK04324,PIA,Islamabad,London,Economy,1 stop,01/06/2021,16:00,11h,65,20508,Harris PLC App,Business,4.3,3711846,493k,"100,000+",0,Mature 17+,"June 18, 2024",Both
BK07699,SereneAir,Quetta,Toronto,Business,2 stops,23/09/2022,01:30,3h,127,77045,"Douglas, Wagner and Evans App",Entertainment,3.0,1809633,43.2M,"500,000+",0,Everyone,"September 15, 2023",iOS
BK07219,AirBlue,Quetta,Istanbul,Business,3 stops,01/09/2022,20:20,4h 15m,163,73513,"Owens, Smith and Armstrong App",Finance,2.5,3731714,500k,"1,000,000+",0,Everyone,"February 18, 2022",Android
BK04909,AirBlue,Islamabad,Kuala Lumpur,Economy,non-stop,15/04/2024,07:00,17h 30m,25,27675,Hernandez LLC App,Finance,4.6,1420633,54.7M,"5,000,000+",0,Everyone,"December 20, 2023",Both
BK03684,Turkish Airlines,Lahore,London,Economy,1 stop,22/05/2022,05:15,6h 55m,67,20449,Jones-Guzman App,Entertainment,5.0,2850270,98.7M,"5,000+",0,Mature 17+,"November 26, 2020",Android
BK03461,PIA,Multan,London,Economy,non-stop,01/03/2024,10:15,1h 30m,122,14886,Ray-Fox App,Health,3.1,4026153,44.0M,"100,000+",0,Teen,"February 25, 2022",iOS
BK04002,Emirates,Peshawar,London,Economy,2 stops,06/06/2023,09:15,13h 25m,178,21434,"Garcia, Gonzalez and Guerrero App",Lifestyle,1.5,473313,36.1M,"100,000+",0,Everyone,"November 10, 2022",Both
BK04549,FlyJinnah,Lahore,Toronto,Business,2 stops,10/01/2023,13:45,13h,30,78533,"Suarez, Cuevas and Watson App",Health,2.4,308955,293k,"5,000,000+",0,Teen,"November 21, 2023",iOS
BK01387,AirBlue,Multan,Kuala Lumpur,Economy,1 stop,13/08/2024,08:45,16h 10m,170,16256,Ramos Inc App,Social,3.1,,913k,"1,000,000+",0,Everyone,"October 3, 2020",Both
BK04401,Turkish Airlines,Islamabad,Toronto,Economy,1 stop,14/08/2021,20:15,4h,133,28783,Barker-Kramer App,Business,,4361141,60.3M,,$0.99,Teen,"May 16, 2024",Android
BK04841,FlyJinnah,Peshawar,Dubai,Economy,non-stop,14/08/2022,17:10,3h 45m,,8438,Wilson-Noble App,Business,1.9,215964,419k,"1,000+",0,Everyone,"May 20, 2022",Both
BK00273,AirBlue,Lahore,New York,Economy,1 stop,01/05/2024,00:20,,116,6255,George LLC App,Travel,4.9,1635777,92.2M,"50,000+",0,Everyone,"May 17, 2022",iOS
BK01922,SereneAir,Peshawar,Kuala Lumpur,Economy,2 stops,17/06/2024,14:30,,68,18105,"Brown, Acosta and Burton App",Education,3.3,1973182,82.8M,,0,Everyone,"February 4, 2021",Android
BK03789,Turkish Airlines,Multan,New York,Economy,non-stop,21/12/2023,20:10,5h 15m,162,16875,Castro-Cruz App,Finance,4.4,1795506,551k,"1,000,000+",0,Mature 17+,"October 27, 2024",Both
BK06609,FlyJinnah,Karachi,London,Economy,1 stop,13/09/2021,11:15,5h 25m,166,15273,"Stevens, Arnold and Hays App",Lifestyle,2.5,512647,950k,"1,000,000+",0,Everyone,"September 16, 2022",Android
BK00222,SereneAir,Quetta,New York,Business,1 stop,04/06/2021,00:15,17h 30m,129,67142,Smith PLC App,Travel,2.8,245167,835k,"100,000+",0,Teen,"February 5, 2024",Android
BK06259,FlyJinnah,Islamabad,New York,Economy,2 stops,05/06/2021,07:10,16h 20m,48,15493,Pearson-Curtis App,Travel,1.4,3355394,52.0M,"5,000+",0,Mature 17+,"July 10, 2020",Android
BK03425,SereneAir,Peshawar,New York,Economy,1 stop,19/01/2023,02:20,12h 10m,,25726,Smith PLC App,Social,1.4,1914200,35.9M,"5,000+",$1.49,Everyone,"March 25, 2022",Both
BK00261,FlyJinnah,Multan,London,Economy,non-stop,12/08/2021,20:15,10h 25m,124,26972,Valdez Group App,Business,2.4,3085248,550k,"50,000+",0,Mature 17+,"June 19, 2022",Android
BK06458,AirBlue,Karachi,Dubai,Economy,non-stop,19/04/2022,00:50,13h 20m,,20205,"Williams, Good and Alexander App",Social,4.1,3669544,80.0M,"50,000+",0,Everyone,"July 11, 2022",Android
BK01581,Emirates,Lahore,Kuala Lumpur,Business,non-stop,12/05/2021,02:50,14h 50m,15,76012,Buckley-Ramsey App,Finance,,4894859,625k,"100,000+",0,Everyone,"January 24, 2020",Both
BK03278,Turkish Airlines,Peshawar,Istanbul,Economy,non-stop,09/05/2024,18:15,9h 55m,,31189,"Charles, Hoover and Baker App",Entertainment,1.3,360465,56.5M,,0,Everyone,"July 16, 2023",Android
BK03663,Turkish Airlines,Lahore,Toronto,Economy,non-stop,24/03/2024,11:20,3h 55m,121,16400,Schneider Inc App,Travel,2.9,2975614,872k,"100,000+",0,Mature 17+,"October 12, 2021",Both
BK05048,AirBlue,Islamabad,Kuala Lumpur,Economy,2 stops,19/09/2024,22:15,13h,28,16347,Hansen PLC App,Social,4.5,1477478,6.7M,"5,000+",0,Mature 17+,"March 28, 2024",iOS
BK05212,Emirates,Lahore,Kuala Lumpur,Economy,1 stop,16/06/2024,19:10,,65,23809,Brown Inc App,Social,2.0,242054,,"100,000+",0,Everyone,"February 14, 2021",Android
BK07611,SereneAir,Quetta,London,Economy,non-stop,26/03/2022,21:50,17h 25m,59,30973,Warren and Sons App,Health,1.1,2727819,427k,"10,000+",0,Teen,"February 13, 2022",iOS
BK07568,Emirates,Multan,Kuala Lumpur,Economy,1 stop,07/04/2024,07:50,13h 15m,135,33391,Thomas Ltd App,Finance,3.2,2816377,43.4M,"50,000+",0,Everyone,"March 7, 2020",Android
BK04900,FlyJinnah,Lahore,Kuala Lumpur,Economy,2 stops,23/12/2024,19:30,13h 55m,117,26238,Johnson-Holmes App,Education,3.2,485992,634k,"100,000+",$4.99,Adults Only 18+,"December 24, 2023",Android
BK01537,FlyJinnah,Peshawar,Dubai,Business,1 stop,01/07/2022,05:10,6h 10m,176,64581,"Smith, Anderson and Gonzalez App",Finance,4.9,1994495,54.5M,"5,000+",0,Mature 17+,"May 2, 2022",Both
BK04528,Emirates,Lahore,London,Business,3 stops,22/09/2024,12:20,9h 15m,89,70432,Norman Inc App,Business,2.9,,60.4M,"5,000+",$0.99,Everyone,"March 5, 2023",Android
BK02430,FlyJinnah,Peshawar,New York,Business,2 stops,12/10/2024,13:30,7h 10m,95,71971,Forbes-Huff App,Finance,2.9,2080876,233k,"50,000+",0,Teen,"January 16, 2021",Both
BK05067,Turkish Airlines,Lahore,Toronto,Economy,2 stops,07/04/2022,12:15,8h 10m,70,29371,Berry-Howard App,Finance,,3856812,234k,"5,000,000+",0,Everyone,"September 4, 2021",Android
BK01414,AirBlue,Quetta,New York,Economy,1 stop,25/05/2021,05:50,3h,,10184,"Daniel, Johnson and Deleon App",Finance,4.7,298137,776k,"10,000+",$2.99,Everyone,"September 20, 2020",iOS
BK02580,Emirates,Islamabad,Toronto,Business,2 stops,07/06/2021,08:10,12h 30m,179,64814,"Daniel, Ortega and Meyer App",Lifestyle,4.7,3184739,56.9M,"5,000+",0,Teen,"November 26, 2024",Android
BK05843,FlyJinnah,Peshawar,Kuala Lumpur,Business,non-stop,15/04/2022,23:00,16h 50m,167,80532,"Wright, Hawkins and Sandoval App",Business,3.6,2152508,499k,"10,000+",0,Everyone,"January 5, 2020",Both
BK04702,Emirates,Multan,Dubai,Economy,2 stops,27/02/2022,13:15,6h,31,6847,"Garcia, Miller and Reed App",Finance,4.1,4180545,33.7M,"500,000+",$0.99,Everyone,"August 2, 2022",iOS
BK05174,Emirates,Lahore,New York,Economy,1 stop,01/01/2024,04:15,2h 50m,16,30981,Stewart PLC App,Health,2.2,4888334,41.2M,"5,000+",0,Teen,"March 3, 2020",Android
BK06437,Emirates,Lahore,Dubai,Economy,1 stop,16/11/2021,14:10,4h 50m,10,18217,Guzman-Glenn App,Finance,2.8,4636797,1.3M,"50,000+",0,Everyone,"April 3, 2022",Both
BK04110,AirBlue,Karachi,London,Economy,non-stop,17/03/2021,04:20,9h 45m,53,18973,Campbell-Gordon App,Social,2.5,4444632,66.2M,"100,000+",0,Everyone,"January 23, 2023",Both
BK05572,AirBlue,Multan,Kuala Lumpur,Economy,2 stops,17/11/2024,09:00,2h 15m,164,14294,Holmes Inc App,Lifestyle,2.3,1099280,,"50,000+",$1.49,Everyone,"December 24, 2020",Android
BK04375,SereneAir,Karachi,New York,Economy,2 stops,13/10/2021,00:30,10h 10m,148,20858,Mccann PLC App,Lifestyle,3.8,2895480,76.9M,"100,000+",$1.49,Teen,"April 25, 2021",Both
BK03973,FlyJinnah,Karachi,Kuala Lumpur,Economy,non-stop,10/01/2021,08:30,8h 25m,168,24152,Smith Inc App,Travel,2.5,1627592,44.9M,"50,000+",0,Everyone,"February 23, 2020",iOS
BK03203,PIA,Karachi,London,Business,3 stops,16/02/2024,19:20,,17,70892,"Smith, Bradford and Peterson App",Education,2.8,2066514,78.2M,"5,000+",$2.99,Mature 17+,"December 25, 2020",iOS
BK01488,AirBlue,Islamabad,Istanbul,Business,1 stop,10/10/2022,01:20,4h 15m,45,65561,Graham-Khan App,Business,,3831979,15.1M,"100,000+",0,Mature 17+,"January 8, 2024",Android
BK03436,Emirates,Lahore,London,Economy,3 stops,07/05/2023,01:30,10h 25m,75,18105,Carroll LLC App,Education,2.7,415184,44.5M,"1,000,000+",0,Mature 17+,"September 5, 2024",iOS
BK05640,PIA,Lahore,Toronto,Economy,1 stop,26/02/2022,19:20,8h 10m,103,30156,Cooper-Larson App,Entertainment,1.3,3612793,93.3M,"1,000,000+",0,Mature 17+,"October 20, 2022",Both
