age,annual_income,spending_score,purchase_frequency,avg_transaction,days_since_purchase,loyalty_points,estimated_ltv
26,22782.0,29.1,2.7,494.96,44,556,1748.78
33,132980.0,88.1,12.5,3278.99,10,3195,41231.65
40,53403.0,69.3,8.2,931.17,34,1493,7324.28
45,126360.0,87.1,21.2,2147.63,2,3587,46331.33
46,119527.0,86.4,12.3,3643.54,11,2974,45330.67
38,68731.0,52.9,7.6,1373.18,26,1593,10797.21
23,20517.0,30.3,3.9,280.41,62,432,1200.59
37,112309.0,87.2,13.8,3661.75,9,2742,50647.53
43,70107.0,63.3,8.0,813.17,28,1834,6638.17
41,63550.0,51.9,5.2,1110.49,28,1650,4516.63
37,60647.0,63.2,6.4,1176.59,16,1540,7827.69
46,54919.0,61.8,7.9,1633.73,20,1471,12555.71
23,22208.0,3.4,0.7,403.41,45,345,70.96
43,51854.0,48.1,7.6,1499.31,24,1319,11481.71
39,64392.0,78.6,6.5,1625.63,15,1597,10244.86
42,68701.0,72.6,7.6,1328.91,36,1787,10051.3
40,57290.0,61.8,8.5,984.57,42,1472,8489.98
25,36302.0,12.9,6.4,277.57,71,956,2459.61
27,30156.0,33.4,2.9,418.47,89,573,1395.45
51,138568.0,75.4,16.2,3234.04,9,3524,51708.52
44,118929.0,68.7,13.3,3320.1,4,3231,44489.05
26,27430.0,39.0,4.0,399.09,84,493,1730.72
56,137373.0,89.1,16.3,3250.4,11,3573,53316.95
29,24691.0,23.8,3.7,394.42,56,657,698.56
54,122931.0,81.6,14.6,2590.36,8,3197,38271.18
21,26696.0,39.4,0.5,314.95,36,413,903.31
41,66280.0,57.6,5.3,1420.35,28,1657,6800.87
19,21622.0,20.8,5.1,333.19,57,758,1864.01
38,52486.0,51.9,5.7,1049.29,38,1121,5197.44
45,78911.0,67.4,8.3,1097.58,22,1970,9046.44
49,133278.0,80.7,17.2,2242.97,18,3569,39189.18
48,125586.0,84.1,18.2,3724.24,7,3383,66891.19
41,128017.0,93.6,14.4,3604.02,11,3249,51383.23
22,25697.0,39.5,3.5,311.52,68,590,764.76
36,32478.0,30.0,4.3,582.6,54,865,2638.17
29,55485.0,71.7,8.5,1339.14,34,1500,11351.0
29,65407.0,68.8,8.9,1239.24,23,1655,11960.53
60,126304.0,88.3,13.2,4003.79,7,3285,52960.11
26,23763.0,13.7,5.1,377.52,99,862,2082.08
27,30582.0,26.4,5.6,406.45,88,806,1997.28
51,122676.0,83.4,16.1,3333.92,4,3310,54212.94
26,29244.0,39.8,2.6,433.09,58,673,2532.53
46,66846.0,47.8,7.7,1004.06,26,1586,7898.48
47,126354.0,70.8,10.4,2581.93,6,3078,26900.41
19,19730.0,20.0,4.6,443.69,59,748,1357.32
44,67781.0,55.4,6.7,963.56,24,1628,6464.31
38,68903.0,58.4,8.6,1344.96,22,1743,11157.75
51,146917.0,81.0,13.2,3375.58,10,3564,45033.4
39,84301.0,65.5,11.9,1500.07,27,2238,16674.04
19,27479.0,26.8,3.3,614.51,88,596,1969.41
51,118339.0,84.5,15.8,3566.77,13,3168,56356.78
50,115225.0,89.0,18.3,3613.56,7,3269,66657.87
40,153978.0,98.6,17.3,2554.72,10,3862,43588.05
33,67845.0,67.4,6.3,1343.1,26,1637,8523.23
50,127940.0,76.3,15.6,2832.44,3,3333,43635.03
20,29652.0,14.7,3.4,456.9,42,796,1607.3
28,27004.0,12.4,2.3,379.07,55,457,1164.44
24,24812.0,28.9,3.0,334.86,64,473,827.76
33,140511.0,84.6,9.8,2830.11,6,3308,27802.88
43,149881.0,89.0,16.1,2830.49,4,3769,44907.89
47,114255.0,87.9,16.5,3683.91,8,3244,59789.79
55,138580.0,71.1,16.0,3964.37,13,3481,63862.1
26,25879.0,17.4,2.2,342.35,65,620,0.0
27,24601.0,22.1,2.7,223.92,49,575,466.29
35,47773.0,44.1,8.6,1156.8,36,1437,11224.75
26,26759.0,30.8,3.3,427.9,69,502,1139.0
23,30744.0,27.8,3.2,385.59,79,775,1976.62
39,64846.0,52.7,5.9,1097.14,13,1514,6636.3
23,26352.0,20.4,4.5,223.92,81,672,309.52
44,57625.0,65.8,8.5,1619.1,17,1694,13427.33
43,141907.0,75.7,14.7,3097.56,2,3590,45626.84
23,27968.0,28.4,2.9,446.0,69,649,1344.1
26,25006.0,33.8,3.3,268.82,108,513,546.16
45,66147.0,63.9,7.5,1021.94,26,1760,7545.72
28,27488.0,26.4,2.5,467.79,66,864,1505.34
40,57784.0,56.8,10.2,984.9,17,1643,10057.48
52,133643.0,78.8,13.4,3516.23,12,3335,46614.19
48,94145.0,90.6,12.2,3129.18,6,2458,38677.99
34,112733.0,91.0,15.2,3967.24,4,3199,60390.45
38,157833.0,65.9,12.5,3120.85,2,3808,39254.39
41,143370.0,82.3,9.9,4011.94,7,3287,39474.03
28,60062.0,55.8,9.3,1068.89,28,1481,9239.97
48,122819.0,84.7,22.3,3678.15,11,3510,81917.87
22,28928.0,22.8,1.4,277.61,67,626,425.06
39,154445.0,86.6,14.2,3238.3,5,3712,46656.5
27,23859.0,26.5,4.8,439.18,80,820,2588.09
55,124042.0,83.9,12.2,4738.43,9,3149,57326.85
22,18792.0,20.5,3.7,571.17,54,508,1964.87
21,30728.0,25.9,3.9,332.65,83,772,2463.63
35,79362.0,43.6,8.7,905.49,18,2014,7176.21
26,25126.0,23.2,2.9,423.38,71,681,656.45
35,117305.0,78.2,8.9,3242.23,4,2884,29311.5
34,133095.0,90.7,20.5,2505.35,3,3730,50408.46
39,68373.0,61.7,11.7,1645.45,29,1863,19336.45
50,133364.0,91.8,17.2,3108.07,6,3568,53214.92
34,51194.0,58.7,3.5,1444.61,23,960,5691.09
20,37083.0,33.4,0.6,360.04,71,779,0.0
33,59800.0,53.7,7.6,1284.51,13,1627,9955.79
29,20780.0,36.6,1.3,203.36,76,470,401.93
20,32632.0,17.1,2.2,404.38,88,857,615.69
47,109497.0,74.5,10.7,3522.26,18,2637,38124.94
43,57368.0,64.2,11.3,944.71,15,1854,10795.75
57,131292.0,94.2,13.3,3370.83,9,3554,44367.57
48,77644.0,63.7,8.5,821.38,19,1989,6626.96
28,24383.0,22.7,3.5,372.32,88,699,899.35
18,26714.0,25.6,4.1,344.64,52,856,1177.71
50,125539.0,91.8,10.5,3215.7,13,3041,34555.66
48,58319.0,58.0,7.0,1016.74,12,1548,7603.21
47,64348.0,52.7,10.5,1096.01,23,1771,11147.41
49,144796.0,85.9,17.1,3189.72,6,3847,55049.31
50,115125.0,80.2,16.2,2872.16,13,3268,46518.52
48,128606.0,78.3,11.0,3635.37,9,3129,39975.28
26,34092.0,16.4,4.1,363.47,62,999,976.8
41,132840.0,80.8,12.1,2730.27,12,3374,32775.8
56,113567.0,75.9,4.5,2582.74,8,2463,10626.18
38,67002.0,43.1,8.7,1519.72,25,1879,13995.69
38,106858.0,87.6,14.0,2610.54,3,2803,36424.61
45,123508.0,80.4,11.0,3571.83,7,2961,38978.59
37,67082.0,52.4,8.4,1338.51,16,1810,10429.36
55,119320.0,88.1,16.4,3344.59,14,3255,54837.49
30,25201.0,45.5,4.7,411.96,28,678,1861.59
50,135825.0,75.6,12.1,3246.49,8,3328,39481.4
22,24057.0,17.2,3.7,454.15,63,651,1149.78
41,128688.0,99.9,12.7,3860.21,15,3429,48664.59
51,130901.0,72.5,16.2,2244.34,2,3287,36859.26
40,150438.0,100.0,14.6,3696.89,9,3895,53421.92
25,23501.0,24.2,3.3,481.78,37,708,1538.97
25,21490.0,37.6,3.5,605.62,52,635,1922.13
34,124804.0,85.0,15.5,2777.16,7,3520,43232.22
22,28188.0,13.7,2.0,324.43,48,527,910.59
44,59820.0,84.9,9.7,1046.96,24,1708,10688.55
37,63024.0,46.5,4.1,1613.85,21,1441,7118.78
37,63157.0,59.7,7.8,1117.47,19,1571,7927.38
28,28270.0,24.5,3.6,381.3,77,597,1271.97
27,27360.0,16.1,5.2,437.41,48,695,2626.72
26,31821.0,14.2,3.6,219.8,65,857,1274.99
42,54654.0,48.9,6.0,1467.65,24,1575,8094.17
45,128578.0,85.8,10.7,3188.98,0,3173,32928.93
27,24544.0,21.2,1.4,550.13,88,524,1026.83
50,144430.0,89.7,14.7,3174.24,1,3635,47759.28
40,118796.0,87.4,12.8,3064.34,13,3045,39490.52
23,30188.0,10.8,4.0,259.74,61,782,996.48
48,126445.0,90.4,11.6,3451.55,16,2952,40357.79
26,24698.0,31.6,1.5,567.77,68,562,1179.03
35,53391.0,73.7,5.8,473.25,24,1419,2607.99
29,29018.0,34.5,1.0,660.17,33,744,296.58
31,74003.0,52.3,10.0,1671.92,17,1922,17009.36
40,135213.0,74.1,16.4,2577.73,6,3544,43299.73
47,60614.0,60.8,7.9,981.76,35,1605,8052.63
48,105826.0,94.4,20.2,3192.95,8,3100,64219.46
47,118381.0,89.8,10.8,3517.98,15,2902,37826.19
51,137729.0,93.6,18.2,1887.59,17,3801,33649.33
18,31484.0,37.4,0.9,379.1,61,676,250.47
48,108771.0,82.9,10.4,3578.24,6,2691,36298.44
26,24085.0,26.2,3.8,520.84,48,599,1690.23
29,61240.0,53.7,11.7,1297.24,21,1565,14150.86
26,27749.0,17.6,2.1,282.99,69,561,447.0
38,130339.0,85.4,14.2,2940.87,8,3421,41916.43
47,138932.0,77.8,15.5,3555.71,8,3412,56577.18
45,73479.0,45.9,10.4,1350.81,21,2004,13504.43
36,60220.0,47.0,7.2,1423.24,18,1339,9740.49
20,24240.0,19.0,0.6,493.43,75,563,82.9
20,29466.0,26.5,4.0,144.61,57,992,192.3
52,117486.0,86.7,16.5,4474.5,5,3278,74495.67
38,149078.0,80.5,15.4,3469.22,13,3504,53545.76
53,134667.0,87.3,16.6,3295.46,6,3438,54275.01
46,64174.0,47.2,8.8,1306.37,30,1720,12013.46
44,56432.0,57.6,9.4,1026.35,33,1417,10443.05
43,69377.0,60.1,8.0,1102.87,29,1666,7806.35
27,25414.0,31.7,4.5,530.17,53,671,2295.86
19,31886.0,30.9,6.2,448.65,50,887,2856.48
48,120507.0,100.0,13.5,3082.14,5,3025,41221.85
39,138789.0,78.1,16.0,3913.65,4,3688,62084.1
26,27644.0,25.2,2.9,519.06,67,680,1978.08
47,131263.0,90.3,16.2,2988.05,7,3400,48102.5
26,27239.0,30.5,0.0,302.84,50,517,591.76
45,118948.0,76.0,13.8,2990.28,8,2985,40794.91
23,32575.0,34.5,1.3,356.25,50,669,0.0
28,29335.0,34.4,3.5,418.46,70,656,1144.95
44,79435.0,60.7,8.4,1023.28,29,2037,9157.99
31,27004.0,14.2,3.0,392.95,74,764,1815.79
27,28814.0,29.9,6.1,339.43,65,921,1909.36
29,22406.0,25.8,6.1,518.57,70,733,3399.45
47,61744.0,42.5,12.4,1318.37,15,1734,17864.98
23,30308.0,27.3,1.4,347.14,75,613,0.0
37,67127.0,58.3,9.6,1262.87,24,1892,12389.69
46,114521.0,74.1,13.4,3175.52,7,2946,41711.11
23,20965.0,18.8,1.5,459.99,73,482,440.98
51,110008.0,82.2,13.1,2820.62,11,2685,36691.81
47,70758.0,51.7,8.7,1612.37,27,1809,12917.09
44,89434.0,80.0,13.0,2951.73,13,2671,39071.73
54,99024.0,94.7,14.0,2667.89,1,2686,36970.1
47,101650.0,69.4,17.6,4221.09,7,2791,73909.23
25,31006.0,33.5,4.6,450.78,53,834,2232.46
47,148453.0,92.1,19.8,3237.85,10,4083,64706.98
40,114403.0,67.3,14.3,3399.07,10,3142,49070.69
47,151710.0,77.3,19.5,3416.11,1,3918,66984.16
48,144367.0,95.0,14.1,3107.04,12,3583,43503.87
61,126060.0,74.0,17.5,3168.68,11,3366,54563.62
45,132923.0,71.6,15.9,3684.78,2,3365,58640.68
42,98769.0,86.6,17.6,2962.91,0,2821,51808.51
35,53608.0,51.1,6.5,1185.85,18,1384,7402.67
40,122737.0,95.4,15.9,3504.76,4,3242,55770.37
46,72101.0,67.7,10.5,1312.81,21,1878,13150.83
19,23968.0,27.7,3.8,439.47,57,743,1593.42
43,114705.0,88.2,16.1,3363.43,5,3172,54257.39
38,69675.0,42.4,5.0,668.19,20,1522,3122.18
40,68347.0,48.9,3.8,1378.18,32,1401,6050.44
25,21864.0,20.6,6.1,539.02,73,807,2393.1
25,27736.0,17.0,5.4,486.05,60,841,3404.87
47,139505.0,86.3,13.3,2601.02,5,3552,34780.85
56,108898.0,62.2,14.8,3526.17,8,2759,51997.15
54,113466.0,80.8,13.1,3880.06,3,2774,50812.51
45,66214.0,41.2,4.9,1607.96,39,1486,7945.61
49,122362.0,87.3,14.9,3267.96,6,3210,48430.45
62,136730.0,82.4,11.2,3730.04,5,3202,41676.77
22,23156.0,18.9,3.7,341.69,55,677,1885.21
57,120552.0,90.9,15.5,2623.25,6,3098,41252.6
49,137594.0,80.2,10.5,2529.96,3,3147,26646.98
36,57045.0,58.4,9.8,491.96,17,1603,5989.39
53,125800.0,88.9,15.2,2919.08,11,3143,44278.5
50,54997.0,59.8,7.8,909.55,20,1599,7600.29
38,115506.0,89.4,14.1,2422.31,8,2905,34355.05
42,75253.0,60.0,5.7,899.46,29,1740,5106.15
27,29578.0,20.6,4.5,528.98,84,953,2708.57
53,136937.0,88.4,16.3,3599.0,8,3403,58067.82
46,143313.0,80.1,15.5,3493.93,10,3692,54288.34
31,30531.0,21.1,4.4,572.7,37,729,2371.99
37,52139.0,52.7,7.5,1393.79,23,1462,10451.43
40,47305.0,49.5,7.0,1153.54,34,1284,8112.36
23,24947.0,21.4,5.5,295.52,46,943,2170.47
45,144852.0,95.1,12.4,2591.71,6,3478,31933.39
45,137754.0,71.7,15.6,3201.57,2,3643,49061.74
44,59594.0,52.0,3.8,870.72,25,1419,2222.52
35,58372.0,52.7,5.7,1115.94,38,1473,5890.28
41,89879.0,53.2,9.5,1030.75,14,2234,9730.06
51,118411.0,84.4,16.3,2873.16,5,3265,46178.31
47,119259.0,80.4,12.0,3452.51,2,3057,42656.73
38,133653.0,97.0,14.3,3106.66,8,3488,44036.0
41,147190.0,79.7,12.2,3999.16,7,3651,48199.92
54,129109.0,70.6,11.3,3060.25,11,3244,34584.95
57,134459.0,85.3,19.0,3759.62,6,3624,71315.11
40,143702.0,72.7,15.8,3465.49,8,3620,55133.2
50,141249.0,87.5,18.4,3040.63,13,3762,56855.06
37,62046.0,44.1,9.9,979.73,30,1722,9740.16
43,120253.0,72.6,12.0,3130.74,1,2905,37153.37
47,54392.0,39.4,6.3,1233.57,20,1466,7413.86
23,28602.0,30.7,1.3,266.88,70,710,970.9
27,30119.0,16.0,2.8,418.1,61,458,284.71
55,154651.0,77.1,15.3,3535.46,5,3880,53967.38
28,23208.0,30.6,2.4,418.34,77,664,1084.53
22,64955.0,59.1,8.2,1270.94,20,1533,10775.37
20,27412.0,11.8,2.2,563.91,36,599,1309.11
36,70591.0,73.1,10.0,1203.12,28,1779,11704.88
21,26900.0,30.7,2.9,382.71,56,684,1139.97
49,121290.0,86.9,13.8,3790.78,5,3148,51669.09
50,134605.0,91.1,17.6,3718.58,0,3554,64991.95
48,134189.0,78.4,13.2,2685.09,5,3428,35608.68
56,135826.0,78.0,14.4,2162.76,7,3491,31472.98
49,87414.0,86.6,16.5,3761.19,7,2577,61618.42
19,26123.0,22.5,2.6,390.11,45,524,1410.47
39,73902.0,45.5,5.9,1493.19,35,1635,8918.61
22,31343.0,24.6,2.6,466.29,58,833,1330.76
36,73939.0,44.9,9.8,970.93,15,2015,8863.57
52,104662.0,89.1,12.2,2788.96,5,2776,34205.69
40,68494.0,44.9,6.9,1048.37,39,1841,7683.04
38,54072.0,65.3,11.0,1464.53,45,1715,15308.47
50,142894.0,79.5,11.6,3089.48,3,3480,35942.8
27,25630.0,26.8,3.9,257.82,70,581,1644.73
37,81194.0,50.1,7.2,1176.39,24,2012,8320.49
50,65153.0,52.2,4.4,1345.89,37,1499,6523.62
42,115736.0,87.2,12.3,3138.33,9,2805,38256.05
24,24090.0,32.1,2.9,426.86,63,595,1315.85
24,27916.0,28.3,3.3,404.89,57,638,357.05
41,121045.0,80.3,8.5,3542.79,12,3068,30893.92
42,129060.0,84.0,15.7,3566.41,7,3252,56423.77
47,145142.0,91.4,12.2,3529.73,8,3534,42834.68
45,129665.0,68.5,7.9,3691.34,9,2995,28195.83
40,61169.0,51.3,8.2,1310.33,30,1572,10751.95
52,125226.0,93.3,17.8,2949.38,4,3316,52653.21
57,113148.0,92.8,16.4,3437.68,9,3094,55877.16
25,27542.0,32.4,2.1,426.74,60,439,1354.63
55,126103.0,92.2,11.8,3319.28,10,3262,38607.47
41,69014.0,49.6,12.0,1380.28,27,1764,16300.68
31,76873.0,84.5,7.8,876.71,30,1699,6665.68
35,61928.0,48.6,6.9,1255.57,25,1566,7438.42
29,22370.0,24.6,2.0,323.0,65,722,1270.13
25,28303.0,23.7,0.8,391.17,65,618,102.25
26,31705.0,32.5,4.5,295.31,65,840,1941.65
21,34009.0,33.2,2.3,414.87,55,778,1011.51
27,31167.0,24.0,3.6,385.3,83,800,1683.43
49,147093.0,86.2,9.7,3296.3,6,3423,31899.06
22,30554.0,14.2,3.5,430.74,57,711,1789.32
43,76379.0,54.4,8.8,1657.41,12,1931,14872.49
30,81189.0,41.6,7.9,1258.51,29,2021,9586.11
26,31321.0,29.7,3.8,247.43,65,691,506.45
39,81798.0,52.7,8.8,1462.18,15,1950,13721.31
48,135335.0,68.8,11.8,2896.0,10,3465,34708.13
40,68697.0,48.1,6.9,1389.93,19,1468,9218.41
44,53028.0,54.6,8.1,1519.24,43,1368,11750.57
39,70204.0,67.0,7.4,1106.92,24,1779,8077.94
28,21186.0,38.3,3.3,361.18,91,467,1457.82
21,27565.0,24.7,3.3,453.88,24,825,1239.13
22,61102.0,40.5,8.9,1352.06,24,1689,12072.79
49,136423.0,100.0,13.8,2935.27,7,3573,41037.42
25,32234.0,20.7,3.9,279.03,61,823,1770.28
55,129861.0,81.3,13.9,3220.64,18,3385,45448.42
40,68516.0,62.0,6.6,937.46,29,1824,7147.98
28,30761.0,19.3,2.9,416.94,71,562,1889.81
18,33222.0,44.6,2.9,370.51,59,736,1609.22
32,27572.0,28.9,3.0,345.38,63,707,431.9
28,24711.0,22.3,1.1,362.09,60,488,0.0
47,65683.0,54.6,9.5,1770.41,29,1651,17328.42
35,65054.0,61.9,9.0,1137.87,19,1819,9919.13
25,23674.0,28.7,3.4,556.15,63,367,1164.17
54,134778.0,94.6,12.6,3354.52,10,3172,42278.77
22,30004.0,27.1,6.6,405.7,65,913,3525.88
45,151308.0,91.6,14.7,3541.61,10,3655,53003.93
22,31431.0,22.8,1.1,200.63,47,855,0.0
41,77392.0,63.3,8.7,1242.62,24,2123,10135.63
58,128435.0,77.5,9.1,3007.16,11,2878,26879.35
47,128679.0,82.3,13.7,3846.37,3,3223,52655.76
44,119820.0,78.9,15.1,3423.7,20,3303,52159.55
22,25960.0,30.2,3.7,600.61,49,755,2862.74
58,129532.0,74.1,16.8,2691.12,6,3454,44355.4
29,27377.0,20.6,0.0,570.22,70,544,447.22
51,118283.0,80.2,12.0,2975.73,6,3083,35859.32
42,68234.0,55.9,9.0,1313.98,40,1936,11685.68
48,67909.0,60.3,7.0,792.18,41,1527,4331.91
58,146460.0,78.6,15.5,3644.58,9,3609,56564.97
26,26594.0,41.1,4.3,444.46,68,879,2546.78
27,35638.0,20.9,0.0,453.67,67,635,0.0
28,28141.0,26.0,0.0,457.93,58,497,0.0
35,67090.0,63.5,11.5,1237.02,25,2002,15066.01
32,142032.0,81.8,15.3,3128.37,12,3459,47950.13
38,63473.0,64.7,13.4,1413.89,30,1915,18852.99
42,130270.0,77.2,18.9,2686.3,9,3437,51142.38
47,70435.0,69.6,6.1,833.3,33,1553,5541.72
45,119429.0,80.6,9.1,3159.48,18,2857,28301.78
27,30491.0,29.8,3.6,310.15,46,874,1782.01
37,77270.0,41.3,7.5,1685.3,25,1932,13125.27
40,69708.0,35.8,8.4,1235.9,26,1822,9988.05
24,25759.0,17.6,2.4,357.06,52,596,140.02
46,130063.0,89.0,16.1,3391.58,11,3443,55296.25
39,54179.0,46.0,6.8,1211.5,19,1633,9140.59
24,24641.0,30.8,4.2,413.35,63,898,2756.19
21,26051.0,22.5,1.4,324.32,56,615,338.04
28,31900.0,16.9,3.7,319.63,53,890,1112.58
51,131697.0,90.2,11.1,2513.08,11,3163,28552.75
44,69276.0,64.0,7.1,1425.1,29,1908,9930.35
38,60197.0,61.1,7.9,1529.58,36,1601,11935.19
36,54981.0,46.3,10.4,940.36,2,1483,8842.78
46,58513.0,47.4,7.9,1638.73,21,1630,12372.95
29,29968.0,34.3,0.0,649.3,16,698,0.0
39,53260.0,38.9,9.7,1148.35,39,1560,11127.36
42,59966.0,59.6,10.4,1366.35,33,1858,14267.41
34,76919.0,57.6,7.4,687.51,38,1945,5991.51
35,124553.0,66.0,16.1,3889.23,2,3279,62932.66
25,23481.0,30.4,5.1,517.35,57,667,1282.34
18,31254.0,16.0,5.4,489.49,32,981,2930.62
35,60894.0,57.7,3.8,1459.59,28,1365,5545.53
42,121658.0,86.9,11.1,3453.51,12,2878,38889.09
43,62867.0,54.5,5.4,1504.74,26,1722,7674.6
25,27124.0,19.2,2.9,401.47,63,970,931.83
28,30457.0,24.7,1.1,397.27,45,771,0.0
44,139283.0,74.1,15.6,3449.55,4,3542,52052.78
42,149261.0,80.3,13.7,2504.02,8,3719,34154.16
50,138064.0,86.3,13.7,2110.89,8,3446,27996.98
45,123178.0,82.2,16.2,3277.66,7,3245,52574.58
46,61285.0,66.0,2.5,1004.95,17,1203,2859.62
50,134175.0,75.4,14.8,2703.21,6,3437,40265.36
29,80965.0,48.8,5.0,961.92,21,1778,4344.58
44,130034.0,67.2,13.9,3827.17,7,3257,52915.39
28,33766.0,28.1,3.2,270.32,77,971,773.12
25,60714.0,63.5,8.7,980.42,27,1735,9081.96
42,52821.0,61.0,6.9,973.85,7,1407,7727.17
65,138297.0,81.3,17.1,2814.11,7,3588,47320.39
19,31527.0,11.7,2.7,324.66,56,920,1538.85
41,155180.0,79.7,18.4,3343.39,12,3851,61172.45
46,135410.0,78.7,17.9,3501.9,12,3533,62990.38
38,56313.0,43.9,6.2,1011.89,15,1337,6665.16
45,154609.0,72.9,11.0,3886.96,6,3677,43591.6
30,62435.0,61.5,6.9,1495.87,35,1646,10586.23
26,29291.0,26.6,3.9,329.5,82,675,279.12
40,56302.0,81.2,7.9,949.45,19,1650,6988.15
45,56765.0,43.2,6.4,1140.47,27,1372,6830.19
38,137898.0,75.7,9.5,3554.68,1,3372,34382.54
49,172220.0,72.3,13.9,2532.69,2,4102,35148.77
33,32671.0,19.9,2.0,424.08,50,742,1064.47
24,30381.0,28.8,1.5,430.98,69,562,625.49
45,56983.0,45.8,5.2,850.72,17,1440,5523.25
41,66592.0,64.2,8.4,1278.3,16,1688,10801.67
21,35859.0,20.4,4.2,398.47,80,821,1466.27
26,28942.0,20.9,0.5,387.91,51,620,0.0
28,33920.0,26.7,2.9,332.23,53,800,524.81
42,77267.0,63.6,7.3,1277.5,20,1969,9392.49
52,133647.0,91.8,13.6,2562.88,12,3512,34697.34
43,61383.0,52.5,7.4,897.63,18,1511,6746.71
45,72831.0,50.4,3.7,1378.08,23,1715,4925.51
41,66952.0,61.9,9.1,1256.05,35,1648,11115.82
44,145810.0,86.8,14.1,3926.38,11,3665,54347.86
31,62371.0,63.1,7.3,1470.67,39,1535,10338.16
43,158357.0,82.7,19.2,2786.94,0,4197,53505.87
19,23267.0,26.6,2.6,553.08,67,725,1131.37
50,141533.0,82.7,14.7,2524.72,8,3802,36836.07
49,127591.0,95.3,11.1,3090.17,3,3180,34102.01
24,32951.0,23.5,3.9,432.17,49,1012,950.79
38,62441.0,47.1,7.6,1250.58,37,1701,9747.02
26,35505.0,22.0,4.3,450.8,54,969,1234.55
46,44166.0,58.3,10.4,1532.16,25,1371,16904.45
44,68508.0,60.6,10.5,577.92,32,1879,5261.96
24,25693.0,33.3,3.2,335.65,52,624,1155.39
39,50771.0,45.0,6.3,1102.52,22,1266,8038.83
21,35021.0,11.3,2.1,452.97,38,741,558.2
53,107515.0,85.4,13.5,3353.67,7,2872,45695.78
31,28388.0,18.7,4.6,281.24,78,802,1913.35
55,117048.0,81.6,13.4,3004.06,7,2950,40503.18
31,29992.0,8.4,2.0,460.91,41,737,817.95
33,23730.0,14.8,4.3,402.82,62,587,1708.23
31,28074.0,23.6,4.1,519.66,61,1018,2084.07
45,130192.0,94.5,10.2,3047.41,8,3255,31189.19
31,70846.0,52.0,7.4,1310.75,32,1745,9954.82
24,28021.0,19.4,3.1,382.5,50,731,998.89
